"Doença"," Sintoma_1"," Sintoma_2"," Sintoma_3"," Sintoma_4"," Sintoma_5"," Sintoma_6"," Sintoma_7"," Sintoma_8"," Sintoma_9"," Sintoma_10"," Sintoma_11"," Sintoma_12"," Sintoma_13"," Sintoma_14"," Sintoma_15"," Sintoma_16"," Sintoma_17"
" hepatite A"," dor nas articulações"," vômito"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," diarréia"," febre leve"," amarelamento_dos_olhos"," dor_muscular","","","","","","",""
" hepatite A"," dor nas articulações"," vômito"," pele_amarelada"," urina escura"," náusea"," dor abdominal"," diarréia"," febre leve"," amarelamento_dos_olhos"," dor_muscular","","","","","","",""
" hepatite A"," dor nas articulações"," vômito"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," diarréia"," febre leve"," amarelamento_dos_olhos"," dor_muscular","","","","","","",""
" hepatite A"," dor nas articulações"," vômito"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," febre leve"," amarelamento_dos_olhos"," dor_muscular","","","","","","",""
" Hepatite B"," coceira"," fadiga"," letargia"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","",""
" Hepatite B"," coceira"," fadiga"," letargia"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","",""
" Hepatite B"," fadiga"," letargia"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","","",""
" Hepatite B"," coceira"," letargia"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","","",""
" Hepatite B"," coceira"," fadiga"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","","",""
" Hepatite B"," coceira"," fadiga"," letargia"," urina escura"," perda_de_apetite"," dor abdominal"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","","",""
" Hepatite B"," coceira"," fadiga"," letargia"," pele_amarelada"," perda_de_apetite"," dor abdominal"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","","",""
" Hepatite B"," coceira"," fadiga"," letargia"," pele_amarelada"," urina escura"," dor abdominal"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","","",""
" Hepatite B"," coceira"," fadiga"," letargia"," pele_amarelada"," urina escura"," perda_de_apetite"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","","",""
" Hepatite B"," coceira"," fadiga"," letargia"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","","",""
" Hepatite C"," fadiga"," pele_amarelada"," náusea"," perda_de_apetite"," história_familiar","","","","","","","","","","","",""
" Hepatite C"," fadiga"," pele_amarelada"," náusea"," perda_de_apetite"," amarelamento_dos_olhos"," história_familiar","","","","","","","","","","",""
" Hepatite C"," pele_amarelada"," náusea"," perda_de_apetite"," amarelamento_dos_olhos"," história_familiar","","","","","","","","","","","",""
" Hepatite C"," fadiga"," náusea"," perda_de_apetite"," amarelamento_dos_olhos"," história_familiar","","","","","","","","","","","",""
" Hepatite C"," fadiga"," pele_amarelada"," perda_de_apetite"," amarelamento_dos_olhos"," história_familiar","","","","","","","","","","","",""
" Hepatite C"," fadiga"," pele_amarelada"," náusea"," amarelamento_dos_olhos"," história_familiar","","","","","","","","","","","",""
" Hepatite C"," fadiga"," pele_amarelada"," náusea"," perda_de_apetite"," história_familiar","","","","","","","","","","","",""
" Hepatite C"," fadiga"," pele_amarelada"," náusea"," perda_de_apetite"," amarelamento_dos_olhos","","","","","","","","","","","",""
" Hepatite C"," fadiga"," pele_amarelada"," náusea"," perda_de_apetite"," amarelamento_dos_olhos"," história_familiar","","","","","","","","","","",""
" Hepatite C"," fadiga"," pele_amarelada"," náusea"," perda_de_apetite"," amarelamento_dos_olhos"," história_familiar","","","","","","","","","","",""
" Hepatite D"," dor nas articulações"," vômito"," fadiga"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","",""
" Hepatite D"," vômito"," fadiga"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","","",""
" Hepatite D"," dor nas articulações"," fadiga"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","","",""
" Hepatite D"," dor nas articulações"," vômito"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","","",""
" Hepatite D"," dor nas articulações"," vômito"," fadiga"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","","",""
" Hepatite D"," dor nas articulações"," vômito"," fadiga"," pele_amarelada"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","","",""
" Hepatite D"," dor nas articulações"," vômito"," fadiga"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","","",""
" Hepatite D"," dor nas articulações"," vômito"," fadiga"," pele_amarelada"," urina escura"," náusea"," dor abdominal"," amarelamento_dos_olhos","","","","","","","","",""
" Hepatite D"," dor nas articulações"," vômito"," fadiga"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," amarelamento_dos_olhos","","","","","","","","",""
" Hepatite D"," dor nas articulações"," vômito"," fadiga"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal","","","","","","","","",""
" Hepatite E"," dor nas articulações"," vômito"," fadiga"," febre alta"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," coma"," sangramento estomacal","","","","",""
" Hepatite E"," dor nas articulações"," vômito"," fadiga"," febre alta"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","",""
" Hepatite E"," dor nas articulações"," vômito"," fadiga"," febre alta"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","",""
" Hepatite E"," vômito"," fadiga"," febre alta"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","","",""
" Hepatite E"," dor nas articulações"," fadiga"," febre alta"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","","",""
" Hepatite E"," dor nas articulações"," vômito"," febre alta"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","","",""
" Hepatite E"," dor nas articulações"," vômito"," fadiga"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","","",""
" Hepatite E"," dor nas articulações"," vômito"," fadiga"," febre alta"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","","",""
" Hepatite E"," dor nas articulações"," vômito"," fadiga"," febre alta"," pele_amarelada"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","","",""
" Hepatite E"," dor nas articulações"," vômito"," fadiga"," febre alta"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","","",""
" Hepatite alcoólica"," vômito"," pele_amarelada"," dor abdominal"," inchaço_do_estômago"," distensão_do_abdome"," história_do_consumo_de_álcool"," sobrecarga de fluido","","","","","","","","","",""
" Hepatite alcoólica"," vômito"," pele_amarelada"," dor abdominal"," inchaço_do_estômago"," distensão_do_abdome"," história_do_consumo_de_álcool"," sobrecarga de fluido","","","","","","","","","",""
" Hepatite alcoólica"," pele_amarelada"," dor abdominal"," inchaço_do_estômago"," distensão_do_abdome"," história_do_consumo_de_álcool"," sobrecarga de fluido","","","","","","","","","","",""
" Hepatite alcoólica"," vômito"," dor abdominal"," inchaço_do_estômago"," distensão_do_abdome"," história_do_consumo_de_álcool"," sobrecarga de fluido","","","","","","","","","","",""
" Hepatite alcoólica"," vômito"," pele_amarelada"," inchaço_do_estômago"," distensão_do_abdome"," história_do_consumo_de_álcool"," sobrecarga de fluido","","","","","","","","","","",""
" Hepatite alcoólica"," vômito"," pele_amarelada"," dor abdominal"," distensão_do_abdome"," história_do_consumo_de_álcool"," sobrecarga de fluido","","","","","","","","","","",""
" Hepatite alcoólica"," vômito"," pele_amarelada"," dor abdominal"," inchaço_do_estômago"," história_do_consumo_de_álcool"," sobrecarga de fluido","","","","","","","","","","",""
" Hepatite alcoólica"," vômito"," pele_amarelada"," dor abdominal"," inchaço_do_estômago"," distensão_do_abdome"," sobrecarga de fluido","","","","","","","","","","",""
" Hepatite alcoólica"," vômito"," pele_amarelada"," dor abdominal"," inchaço_do_estômago"," distensão_do_abdome"," história_do_consumo_de_álcool","","","","","","","","","","",""
" Hepatite alcoólica"," vômito"," pele_amarelada"," dor abdominal"," inchaço_do_estômago"," distensão_do_abdome"," história_do_consumo_de_álcool"," sobrecarga de fluido","","","","","","","","","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro",""
" Tuberculose"," vômito"," fadiga"," perda de peso"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," fadiga"," perda de peso"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," perda de peso"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," tosse"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," tosse"," febre alta"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," tosse"," febre alta"," falta de ar"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro","",""
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular"
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular"
" Gripe comum"," calafrios"," fadiga"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular",""
